source_row,split,sentence1,sentence2,similarity,sentence1_original,sentence1_id,sentence1_token_length,sentence1_tokens_removed,sentence2_original,sentence2_id,sentence2_token_length,sentence2_tokens_removed,baseline_similarity
884,test,A man is climbing up a rope,One man is climbing the cliff with a rope,0.8942884,A man is climbing up a rope,24f328a9053b2cf888eecd4f074010d411093602bb6e5875b118c90df706f4a5,8,0,One man is climbing the cliff with a rope,acb1119e6b9f68e0a7efd30493136a782c6745c76799d342725b2d93ba4992d1,11,0,0.8942884
885,validation,iran nuclear talks expected to resume this week,"iran , atomic agency in first talks since rowhani election",0.89482605,iran nuclear talks expected to resume this week,c029c80029f8c35887739d75ffef4deb546d395557d95ccdc5869d3e5341caa9,10,0,"iran , atomic agency in first talks since rowhani election",2f8db6a50bcc4ab3f465bb2e140786819f3ceccb5281da1107e2c075bbf8dab0,16,0,0.89482605
893,search,a dog jumping into a swimming pool .,a dog is looking into swimming pool .,0.89907396,a dog jumping into a swimming pool .,73a7dd1215b229e046878bae1d90327e5fbb0e2e1a9c9b11121ccc30d428ef0b,11,0,a dog is looking into swimming pool .,9d2914e54bd55ed0118c200c0f28b47fa2c376ced1b301d8bc3957b0ca12276f,10,0,0.8990741
897,test,request urgently and forcefully .,make a request or demand for something to somebody .,0.8997465,request urgently and forcefully .,bccf5a3fe6518281ace926c6ab0a05e663e0063d740390a273776be1a9927877,8,0,make a request or demand for something to somebody .,b44e8900010aa21f774f4dcfac7db49e11cf8a075e7a2f831a2717bd2e637eeb,12,0,0.8997464
899,search,A group of people are ice skating in a big city.,The ice skating rink placed outdoors is full of people,0.90047646,A group of people are ice skating in a big city.,9908ee54b5acae30a5d3762f6405ac7908f9f5db2d8802eb96e7fa4a6627aa76,14,0,The ice skating rink placed outdoors is full of people,92ab795bc4ca4694d775bd5960850f1b969731571fb63ab4419a5e006afe4fa8,12,0,0.9004767
910,validation,a man playing the guitar .,a man is singing and playing the guitar .,0.90467024,a man playing the guitar .,65777318f5cd12f8c966018859a59863742fbf0b6e26c896c1ba095c516ff087,8,0,a man is singing and playing the guitar .,b3e7e0164344e4aaf8ebeae7941bc38ce4d58c52ffe685d19a4b48b335710c39,11,0,0.90467036
911,search,A girl is not playing the guitar,A boy is not playing a guitar,0.9055521,A girl is not playing the guitar,921c76b68fbf40615e1564616f22367397d7fb8997330d3b3d58d98042563e40,7,0,A boy is not playing a guitar,a0b52276ee75b60eb82350d9cd99913f49b1ba2701ee2a205e2042b96d13f798,8,0,0.90555215
912,validation,A dark black dog and a light brown dog are fighting in the backyard,A black dog fighting with a brown dog in the snow.,0.9055821,A dark black dog and a light brown dog are fighting in the backyard,80d390e9003e8697a9cce4b3d5d588dd2a30c6e86b4cd5b8e12db92d8939a206,15,0,A black dog fighting with a brown dog in the snow.,d27267da4fed1e111c65030260b2c06c1bdca14eae88066097d79d1072acee0c,13,0,0.9055821
918,validation,Two little boys are wearing tuxedos,Some boys being dressed with a carpet are sitting on two red tuxedos,0.9085474,Two little boys are wearing tuxedos,99eebfea295270909a29e1c7746e76ad48d2d59bdf6fa387b0291041c1689505,12,0,Some boys being dressed with a carpet are sitting on two red tuxedos,bd83b2aa606b73ba28250f2d9826d04923aa2e068da247548cfae91956951f89,20,0,0.9085475
922,validation,two brown dogs runs through the water .,black and white dog running through water .,0.90936095,two brown dogs runs through the water .,f9ac2f3348b288dd6c39a1ca107f6ce0cc14e64abc6176ff57cc1d5e9fe5d911,9,0,black and white dog running through water .,f347ef519ac4c1fc20b685b5f825a65063364352ca6537874e2658a11a40da57,9,0,0.90936124
923,validation,Two little boys are wearing tuxedos,"Two boys, who look small, dressed in tuxedos are sitting on a red carpeted floor",0.9093708,Two little boys are wearing tuxedos,99eebfea295270909a29e1c7746e76ad48d2d59bdf6fa387b0291041c1689505,12,0,"Two boys, who look small, dressed in tuxedos are sitting on a red carpeted floor",749fa0127b9d494e30d855940490fa2cf863c197948c22a7f635b0745378b887,26,0,0.9093706
924,search,a passenger jet flies through the air .,a large passenger jet flying close to the ground .,0.90940857,a passenger jet flies through the air .,d562ae82165d4923b09c3038a0d45d78aca2eb9637027f18ea8963e67f57ae2d,12,0,a large passenger jet flying close to the ground .,147524a26f0cfe5244756cc6f704e2228449b39f82c31834c9ffa045bf466774,12,0,0.90940857
925,search,south african icon nelson mandela hospitalized,Nelson Mandela in Hospital for Tests,0.9098298,south african icon nelson mandela hospitalized,1cc1ca73b17eb5156b307df04c67f24481e2f17038a741bac10e246d981e0520,13,0,Nelson Mandela in Hospital for Tests,946e3404e4ab063c7eb5d800f1372f77c33d909be39ec002581c3de07c030c17,8,0,0.9098298
926,search,because terminal 4 is connected to the positive terminal but not the negative terminal,terminal 1 is connected to the positive terminal,0.9100021,because terminal 4 is connected to the positive terminal but not the negative terminal,5319cebcbd8b55984a1ab38e06729868490fc2279afb86b79d0dcf9935a84fd1,14,0,terminal 1 is connected to the positive terminal,b8c33c69d3be7e4d2d9662c6f6e537cd8225e2fd6a594beee8d2721bc2e67677,8,0,0.9100021
928,search,bulb a was still in a closed path with the battery,the switch has to be within a closed path with the bulb and battery,0.9119903,bulb a was still in a closed path with the battery,c9dae40235d7085d688edffad19e4b1e53931d6b5935b46301d58ac1d69b0769,13,0,the switch has to be within a closed path with the bulb and battery,c723483134a38d56b56bf0b9166922eea4d15d9d85a2dd56f6eda9ef9b501f2c,15,0,0.9119902
930,search,A little girl with blond hair is smiling and sitting on a swing,the girl is on a swing .,0.9125986,A little girl with blond hair is smiling and sitting on a swing,72798b71adba3226c4759e2812115791cb72502dfeb5669b37ffa2932cd299d8,16,0,the girl is on a swing .,f92e978fb5d9325ac760afda0fc6393b72b9f66f61dd03a1f62bfe158b0c8004,9,0,0.91259855
937,validation,a woman is slicing cucumber .,A woman is slicing a tomato,0.91534364,a woman is slicing cucumber .,14f5f37f0f21c6e758cbbc544d47389547964e12ae8b865a91d933d81e787077,11,0,A woman is slicing a tomato,16b28278697300cbb3f9ce4c183203c7ade4fa9b6eb878d0f879091e530c352c,10,0,0.9153435
946,search,"5.9-magnitude quake hits sunda strait , indonesia : usgs",6.4-magnitude quake strikes off indonesia,0.9202065,"5.9-magnitude quake hits sunda strait , indonesia : usgs",aeb120a729ec2c32139739cc54015731c24304c92425411febc5b817c6d8d2eb,30,0,6.4-magnitude quake strikes off indonesia,a357ba31cc8a401dc9a6cbec4825abe585cdd0108d35891402284a3e7e71e96c,17,0,0.92020667
948,search,bulb b and bulb c were still contained in the same closed path with the battery .,bulb a was still in a closed path with the battery,0.92300874,bulb b and bulb c were still contained in the same closed path with the battery .,36487751d5a5f3dd7fe01e22766d3e4cb682f2e9f2a7181fb3aa937dd1916a97,20,0,bulb a was still in a closed path with the battery,c9dae40235d7085d688edffad19e4b1e53931d6b5935b46301d58ac1d69b0769,13,0,0.92300856
953,search,the black dog is running on the grass with a toy in it 's mouth .,a black dog is running through the grass carrying something red in its mouth .,0.92647934,the black dog is running on the grass with a toy in it 's mouth .,63c14c43926fc0670785f912d948cf074ad306556b57d4d4b7958d2c46a9fc7c,21,0,a black dog is running through the grass carrying something red in its mouth .,ce40db1f4b1cecc6f7194dba5d6590138437abf51f5c930eab3bda6adfe0a09d,17,0,0.9264792
954,search,"his aides warn an abrupt departure could trigger more bloodshed , a view shared by many in liberia .","Taylor's aides warn an abrupt departure could trigger more chaos, a view shared by many in Liberia and, in private, even by mediators.",0.9275477,"his aides warn an abrupt departure could trigger more bloodshed , a view shared by many in liberia .",6b2ce16c17c2ad45bfdfc4cc88f2dfe2b60ab7cfee0a565b9a93ec7013c8240d,27,0,"Taylor's aides warn an abrupt departure could trigger more chaos, a view shared by many in Liberia and, in private, even by mediators.",3a44bdf6e2e905da4c1af5cb68d324bd40d45a0f067bd13dea58bb043b8fd5aa,35,0,0.9275478
957,search,A black dog is playing with a brown dog on the sand,Two dogs are playing on a sandy beach,0.92929757,A black dog is playing with a brown dog on the sand,e4225aa0817b1e6ab458c67666d1d060284c628471d04c092b41ee55204ddfd7,15,0,Two dogs are playing on a sandy beach,10f6f3a731d5329ab9f1e52f3496589139e7c6f3b7597d3ac21ac015ad2f7eec,9,0,0.9292977
958,search,the man is playing the guitar .,A man plays a guitar.,0.92991626,the man is playing the guitar .,9026fd6af9bda97689b59705479d762289b7e0fe632e91aff77b387924c1ef1f,8,0,A man plays a guitar.,e6263d846e6f0ad20e5292a7109b2897054dbcc00646052adf34860fc583c22f,7,0,0.9299163
961,search,bulb b and c are on a closed path to the battery,bulb b and bulb c were still contained in the same closed path with the battery .,0.9367293,bulb b and c are on a closed path to the battery,601e93ab31aec3b6cc3da07b623c5316776cc8c39d34507fbaced9aba1c018bb,15,0,bulb b and bulb c were still contained in the same closed path with the battery .,36487751d5a5f3dd7fe01e22766d3e4cb682f2e9f2a7181fb3aa937dd1916a97,20,0,0.9367293
963,search,dealbook : british retailer hmv enters equivalent of bankruptcy,: - <unk> hmv gone into bankruptcy equivalent ...,0.93706715,dealbook : british retailer hmv enters equivalent of bankruptcy,7554ee7d004f1641b72818189d9d7944485133aabea7b8abfcc9ca020a1c0b50,18,0,: - \ hmv gone into bankruptcy equivalent ...,b8e0e4f3e95ae90f32428f5746e80cf59843fde33e2344b038245373895d4846,16,0,0.93618
964,validation,Somebody is cutting a tomato,A woman is slicing a tomato,0.937467,Somebody is cutting a tomato,a5be2499b4f2c4be2ebfd728bbf53c8ebfc241ec420470c1a16e0d39bf419b78,7,0,A woman is slicing a tomato,16b28278697300cbb3f9ce4c183203c7ade4fa9b6eb878d0f879091e530c352c,10,0,0.937467
966,search,bulb b and c are on a closed path to the battery,the switch has to be within a closed path with the bulb and battery,0.9435561,bulb b and c are on a closed path to the battery,601e93ab31aec3b6cc3da07b623c5316776cc8c39d34507fbaced9aba1c018bb,15,0,the switch has to be within a closed path with the bulb and battery,c723483134a38d56b56bf0b9166922eea4d15d9d85a2dd56f6eda9ef9b501f2c,15,0,0.94355625
969,test,gunmen kill 11 foreign tourists in pakistan,gunmen kill nine foreigners in pakistan,0.9476148,gunmen kill 11 foreign tourists in pakistan,e3fad5b6926a4e1093ff49fc6df90e7a2204dd7b55cb0e4fba316422ca647db4,11,0,gunmen kill nine foreigners in pakistan,d6d5dfb5d338d0d63d782b66ca75f783989c795e210614a43ff4b03f9a5cc3d6,11,0,0.9476148
970,validation,Some boys being dressed with a carpet are sitting on two red tuxedos,"Two boys, who look small, dressed in tuxedos are sitting on a red carpeted floor",0.9478662,Some boys being dressed with a carpet are sitting on two red tuxedos,bd83b2aa606b73ba28250f2d9826d04923aa2e068da247548cfae91956951f89,20,0,"Two boys, who look small, dressed in tuxedos are sitting on a red carpeted floor",749fa0127b9d494e30d855940490fa2cf863c197948c22a7f635b0745378b887,26,0,0.9478662
971,search,Chinese stocks open lower Friday,chinese shares close lower on wednesday,0.94826007,Chinese stocks open lower Friday,d7d40abd8494019204d67ab636282ca34b355e46157dc2dbd9c0daa49796706d,5,0,chinese shares close lower on wednesday,6493fbc00b5400c86a0838e449d7a41569f8ddf579d0cb6aaad9389317dbb6ae,12,0,0.9482603
975,search,"er diab ... "" : at least 245 killed in brazil nightclub fire ""","tragic . my thoughts and prayers go out to all ... "" at least 220 killed in brazil nightclub fire """,0.95337427,"er diab ... "" : at least 245 killed in brazil nightclub fire """,e487637af856c515fe5de6e4df967f8c66faa31924b9eeb67ab66f6d46ba3622,23,0,"tragic . my thoughts and prayers go out to all ... "" at least 220 killed in brazil nightclub fire """,2b8709d53dc600c9aeb01512f8268393b232b7a486da494a3174137eea65150c,27,0,0.953374
977,search,bulb b and c are on a closed path to the battery,bulb a was still in a closed path with the battery,0.95356554,bulb b and c are on a closed path to the battery,601e93ab31aec3b6cc3da07b623c5316776cc8c39d34507fbaced9aba1c018bb,15,0,bulb a was still in a closed path with the battery,c9dae40235d7085d688edffad19e4b1e53931d6b5935b46301d58ac1d69b0769,13,0,0.953565
982,test,a man climbs up a rope .,A man is climbing up a rope,0.96559286,a man climbs up a rope .,09968dfd228b974e38912a82e0cabacce1582993fb82798d40431db9815005a7,11,0,A man is climbing up a rope,24f328a9053b2cf888eecd4f074010d411093602bb6e5875b118c90df706f4a5,8,0,0.9655926
983,test,a man is slicing potato .,A person is slicing a potato.,0.96599746,a man is slicing potato .,c128575c5027dde1e331922d81872559074b606f858c2f332b3a527e2525d1e2,11,0,A person is slicing a potato.,459fc997e9da09a6aab892eede8d30e6145fcbcbdaadf43a41622d474914d692,11,0,0.9659971
984,test,bulb b and bulb c are contained within a closed path,if both bulbs are contained within a closed path,0.96698374,bulb b and bulb c are contained within a closed path,78d02e30c5c721f502ab7657e59c179bd5dd6753798f567eef34f89858784c82,14,0,if both bulbs are contained within a closed path,406767196cbd4c312432559a9d5fb4fd794548495a1433886618215e0402571c,11,0,0.9669838
988,search,The boy is not playing the piano,A boy is not playing a guitar,0.977279,The boy is not playing the piano,2d0339d1b0c652bfdd6efc238ca240e69fece090e3cf23f94a833ab2110f5b75,7,0,A boy is not playing a guitar,a0b52276ee75b60eb82350d9cd99913f49b1ba2701ee2a205e2042b96d13f798,8,0,0.9772792
989,validation,A woman is standing near three children,A lady is standing near three children,0.97819793,A woman is standing near three children,4f83f60e1155131d6aea41e5c0c5c7571f235165dc773dba704b83adc039542f,7,0,A lady is standing near three children,7732f9b7e7d7224580c36ed4ef0f849110d4c3987736c316bc0769768f415b3c,7,0,0.97819775
992,search,"several different ways of computing these values , also known as ( term ) weights , have been developed .",several different ways have been developed of calculating these values ( also known as term weights ) .,0.98477185,"several different ways of computing these values , also known as ( term ) weights , have been developed .",0dabfc6a5de663ac63cf8964d79e66ce92918b9db0a2ab7f7cfdda14963c998c,25,0,several different ways have been developed of calculating these values ( also known as term weights ) .,4ec73d04c1c0d875165006e7a1d842923d28d2e0d1580dd88bfb55c54faff0a4,22,0,0.98477167
995,test,A dog with long hair and a red vest is running in the grass,A dog with really long hair and a red vest is running in the grass,0.99675965,A dog with long hair and a red vest is running in the grass,6528384db32204a0afeb800d2913546763d6baf9da76d1b4a245313c076f2146,15,0,A dog with really long hair and a red vest is running in the grass,63287d60490005a5345d761ed1bf028050b3ccdc079f22142ae26a2ce9d1315f,16,0,0.99675965
996,test,A woman is applying cosmetics to her eyelid,A woman is putting cosmetics on her eyelid,0.99742705,A woman is applying cosmetics to her eyelid,3a13bd18eba8f55247b21cb81264060a7642dabf19063205c4073b600fb5ce84,10,0,A woman is putting cosmetics on her eyelid,fdb87b56de84317a5f4b0dce780df01b2991f50876f79c2f9a2031e57d9edb22,11,0,0.9974274
999,validation,"China is scrambling to stop the disease from spreading to the countryside, where most of its 1.3 billion people live.","china is scrambling to stop the disease from spreading to the countryside , where most of its 1.3 billion people live .",0.9986939,"China is scrambling to stop the disease from spreading to the countryside, where most of its 1.3 billion people live.",bed90f98f2423b3fbb218ce48d2d89a624507a7b82dfc6928601925b8da9b28f,25,0,"china is scrambling to stop the disease from spreading to the countryside , where most of its 1.3 billion people live .",cf7eac9ab71cfa28282f4bff0062e035e1f5be49fb2af69cd340bf0ee7ab6ac7,27,0,0.9986936
